id,X1,X2
56,5.487559866708875,-5.073528690751069
57,-4.879018864216983,4.043359877671101
58,-4.821106319825859,-4.719607736815883
59,4.540287882883098,5.77496720250877
60,4.982644115147378,4.415660981190234
61,-5.7596849829770065,-5.242117036433125
62,-4.279363355466942,-5.7179310755897195
63,5.7255718038975205,-4.520364586957396
64,-4.676155730949654,5.761514928204012
65,-4.484500238752025,5.465640059558099
66,-5.575496788711152,5.187849009172836
67,-4.183794348034183,-5.715070688980316
68,-5.075892547517792,-4.7058413967577115
69,5.048497982496359,-4.702421487281543
70,-5.237472655580478,-5.326664616286856
71,4.867671583381022,6.360084583294809
72,-4.8193021972457935,5.769018283232985
73,-6.012571293328803,-4.906772842615286
74,5.236618812286772,4.963585543671564
75,-5.196054076566079,4.268242525933941
76,5.293428546900135,6.095227812904989
77,5.037902279096863,-5.338580855756056
78,5.340976485647482,-5.155133378296728
79,-4.837958015302602,4.807458859791842
80,5.129941397124211,5.390911435888655
81,4.89115939838639,-4.450611574006405
82,-5.264880101883519,5.256633716556678
83,5.112046240905208,-4.9937037996091025
84,-4.851939861467712,5.130527636089945
85,-4.41841812392252,-4.9948834694902065
86,-4.95146122532598,5.484322495266444
87,6.076591228755778,-5.383673781444025
88,-4.59356894058052,-4.685185579038194
89,4.945619925771571,-4.799144138950529
90,5.406758608684835,4.3845678417830225
91,4.942730077373691,-4.38109184401327
92,-5.0578241411941205,4.849448152205356
93,4.620433669223151,-4.924803106761896
94,-4.261052977629242,4.740864890863176
95,4.640777889373782,-5.1067235758559235
96,5.589720060360643,-5.234587826052352
97,-5.234737192967476,5.2712800217929825
98,-4.630766710002295,5.085684140594985
99,-4.895568202497622,4.0201649380601125
100,-4.943241327374376,-4.668934662739477
101,5.3955159735215235,4.54530627260263
102,5.652739403577165,-4.989498079183621
103,5.42882981160101,-5.079969264981713
104,4.888268607337075,5.357000247046046
105,-5.3384610001529795,5.305838144420434
106,-5.386412607268786,-5.118409303370004
107,4.776742523966489,5.428199397161736
108,4.468848143136947,5.23679621531759
109,-4.8281908552157695,4.118479922318633
110,4.040614392350479,4.986743062275392
111,-4.9678599904522684,-5.538872388964653
112,-4.74248236639567,-4.743107024543896
113,4.990743432003805,-5.144329319460069
114,-5.862458916256516,4.718856235379514
115,-5.300853306114698,5.926139092254469
116,-4.117272879859452,-4.797509144519522
117,4.275957829251338,-5.703731887188278
118,4.404348251398676,5.328276804316915
119,4.339883396489679,-4.084270617072823
120,6.094901466608836,-5.404149142677576
121,-5.396260369216351,-5.05736822073345
122,-3.8426707166632457,-5.933632596295874
123,-5.357651854629984,-4.660201125532662
124,4.5888898022167846,-4.878156394254044
125,5.162083176244221,-5.065071527183842
126,-5.404246801446594,4.749121478207732
127,-4.522999118253399,-4.674304374347101
128,-5.630441977167522,-4.541069026472612
129,5.436160318360339,-4.908328997130824
130,4.550792664325821,-4.754040414246747
131,5.155453782799002,-4.262321891525224
132,4.608373353831881,4.838969241897162
133,5.411030079997245,5.948396491326974
134,-5.006748612368967,4.47114453552205
135,4.381524644560959,4.339771693457862
136,-6.620633670034536,-5.512193820667145
137,-5.419608761611319,4.845393812074393
138,4.496991309250149,-5.607094306393866
139,4.5126591648863394,5.393542301871226
140,4.580139078909612,-5.299696322722011
141,-4.714554744653417,-4.432217179909701
142,-4.821492257017477,-5.346454797630327
143,-5.294682378472106,-4.5751989514894875
144,4.828642741736616,4.59886136538919
145,5.312833673882503,4.571421221791859
146,5.932887255572378,5.236916460455894
147,-4.834368284298218,5.48777256356118
148,5.579297789503702,4.5896588408241445
149,5.086590462925591,5.192658689864419
150,4.993876613576543,-5.448627185742915
151,-6.309872552044872,5.410951252187612
152,-5.688834683978546,-5.468912519957561
153,5.260970782808449,5.148492336616593
154,4.224668284466934,5.034281487403014
155,-4.2069915919273235,-5.618907749413425
156,5.048838049274416,-5.386504891927733
157,4.5855024945389635,-5.280090520098485
158,-5.351026546938677,4.836168926701116
159,-4.656869904812743,-5.806357935594826
